PlayerValue,DealerValue,hasUsableAcePlayer,hasUsableAceDealer,Q(HIT),Q(STAND)
18,6,false,false,-0.5968075763175233,0.21566816067173328
13,8,true,false,-0.016227336069830272,-0.34390000000000004
19,9,true,false,-0.08175790427254084,-0.2867837355588881
15,5,true,false,-0.0013157045198319006,-0.420197869
19,2,true,false,-0.19679720791370184,0.01320580375184798
19,8,true,false,-0.13500288833824592,0.3392730719174183
21,3,true,false,0.16851446382251362,0.9234734229598223
20,4,true,false,0.013320276935143795,0.22417360904933228
18,3,true,false,-0.13536596103207865,-0.25248675132899695
21,11,true,true,-0.008872455715123045,0.630553128616614
14,6,true,false,-0.03096241621203241,-0.375599270661229
12,3,false,false,-0.2543470793586488,-0.6891722882906027
15,10,true,false,-0.21685548224276385,-0.8317678850939145
12,5,false,false,-0.5087469575879108,0.043330116109868616
17,3,false,false,-0.8383524787376657,-0.24361199124875
12,6,false,false,-0.29450130223879284,-0.7490316106708547
12,2,false,false,-0.48028199920643433,-0.8179388317437234
17,2,false,false,-0.8395931456807495,-0.30006941732886916
17,11,true,true,-0.5577103655587556,-0.678202648687351
20,11,false,true,-0.8463571911026524,0.10739919255071144
18,11,true,true,-0.28784990414998024,-0.5995011777304903
21,9,true,false,-0.0038654493089690933,0.8409822504460797
18,10,false,false,-0.817104550297767,-0.16485364584933007
17,4,true,false,0.05929651340964154,-0.26046100000000005
12,4,false,false,-0.24797078435799474,-0.8015340037831393
16,4,true,false,-0.007355364249029545,-0.31187341
13,6,false,false,-0.32751924111141184,-0.6866812358333043
21,7,false,false,-0.9618479575523055,0.9185074483012914
21,11,false,true,-0.9835767967317393,0.6392746566076303
16,5,true,false,0.028898710188652692,-0.37630381123911505
21,8,false,false,-0.9618479575523055,0.9993664149889083
14,5,true,false,0.07274800961681402,-0.34390000000000004
21,6,false,false,-0.814697981114816,0.9520400012787311
20,3,true,false,-0.025451476927179573,0.40180720376161927
21,5,false,false,-0.8649148282327008,0.8953003928532959
21,9,false,false,-0.9774716004550608,0.9994680780302413
12,8,true,false,-0.0011642811198616168,-0.34390000000000004
13,3,false,false,-0.270995226855068,-0.8350802443968811
13,7,false,false,-0.09099436747467496,-0.8456644413069184
13,4,false,false,-0.6861427235351456,0.12177909760740546
18,8,true,false,0.08848420434736691,-0.2129950364320971
13,5,false,false,-0.6301492566904607,-0.13047167211345645
12,9,false,false,-0.7511842971011691,-0.763515332426253
17,11,false,true,-0.6789372276473244,-0.9689891928602614
13,2,false,false,-0.23468469155656788,-0.7853511012756063
21,3,false,false,-0.68618940391,0.8992619876855793
12,7,false,false,-0.2222822996160979,-0.7907688304210583
19,10,true,false,-0.1339446865481804,-0.4394037317997364
17,3,true,false,-0.033175934336509186,-0.30443804016168613
21,2,false,false,-0.8905810108684877,0.7301382275678376
21,4,false,false,-0.9353891811077333,0.9461332078712179
19,3,true,false,0.07320271540116152,-0.3392132614375396
12,8,false,false,-0.29233653030393103,-0.7934507500001293
17,10,false,false,-0.9005278514756062,-0.6526639337667274
20,5,true,false,-0.030730075192953402,0.7777472970405241
14,7,true,false,0.011052576412301968,-0.18400049497731275
12,7,true,false,0.07192096416453203,-0.16390000000000002
16,11,false,true,-0.5871718138210062,-0.9618934001882847
16,9,true,false,-0.24033054543590762,-0.56824947158761
18,9,true,false,-0.22627334665973511,-0.5201015599
13,8,false,false,-0.2807542025673954,-0.8564643788390763
13,9,false,false,-0.22620729579905938,-0.8282773721451373
17,5,true,false,-0.049747516967214744,-0.30937856539794417
16,10,true,false,-0.18435957793225016,-0.6638585829605012
13,5,true,false,0.18443723737911066,-0.14281208282457097
16,9,false,false,-0.36382158351970106,-0.9268718745651666
21,8,true,false,0.0346036358390248,0.8842369930589074
16,3,true,false,-0.02670957674384439,-0.39714034141299104
12,3,true,false,-0.09522381159485813,-0.19
19,7,false,false,-0.8365159739420197,0.4478955890654436
19,9,false,false,-0.7649644080487478,0.2925384248702114
19,4,true,false,0.11842800485296763,-0.23230867367590402
19,11,true,true,-0.23552471648131093,-0.5517154040918852
16,7,false,false,-0.39385424942668956,-0.9338914763797291
18,4,true,false,0.11952587752300464,-0.2539
19,6,true,false,0.1987002914345169,-0.05027123205282635
12,11,true,true,-0.3004926318718528,-0.46324459
14,4,true,false,0.06913361035116175,-0.32807341000000007
20,9,true,false,-0.023572802011851215,0.531077787945081
16,5,false,false,-0.7706611057270005,-0.4421485748026548
15,4,true,false,-0.07038317909191293,-0.2726561406919549
16,11,true,true,-0.28960479177181886,-0.6125795110000001
21,2,true,false,0.13530944468965816,0.9859986425572226
15,11,true,true,-0.4024293963033128,-0.57990120391
18,11,false,true,-0.9418958561194469,-0.4036309187274762
20,2,true,false,0.18725555593363882,0.4383896552512967
16,3,false,false,-0.9099736679547834,-0.42527715741147565
14,10,true,false,-0.21594899634977469,-0.5644320912062976
18,7,false,false,-0.3024290779646764,0.2219957817419092
18,3,false,false,-0.819996999514609,0.05133757763139002
18,2,true,false,-0.11028580848344202,-0.40951000000000004
18,9,false,false,-0.8537933489127245,-0.2908001674789056
13,9,true,false,0.08902123249376745,-0.40951000000000004
17,7,false,false,-0.7474133139636064,-0.13644848323509776
15,6,true,false,-0.018758046431432227,-0.30983096430100004
17,5,false,false,-0.6435478319885671,-0.23418364768723351
14,2,true,false,0.04233319256983739,-0.32135718978853794
21,4,true,false,0.04046629243299629,0.9452518110522922
14,10,false,false,-0.4289991260470923,-0.9156163569329432
19,5,false,false,-0.7593584867367752,0.3445196346750053
17,7,true,false,0.1848799022331917,-0.34343509740675315
13,7,true,false,0.06336201200259993,-0.19507131100000002
19,3,false,false,-0.9515517958806285,0.28143886221831316
17,9,false,false,-0.889368064552,-0.1486506249924412
21,6,true,false,0.4385056710439391,0.8367351530775289
17,9,true,false,-0.20620837894517122,-0.44593748783164194
13,10,true,false,-0.1825881927428548,-0.5864372365044792
15,8,true,false,0.10524326128019985,-0.5217031000000001
18,5,false,false,-0.7854456728365814,0.008601264151744628
